,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14
2008,0.0020091284791305766,-0.06764977189740447,0.016866480300732716,0.030718443347643443,0.02669847997239208,-0.024838156529658307,0.14308148638014198,0.6753249032802394,0.13109305135566193,0.09944243069513949,-0.07875764584646903,0.051586902929350566,-0.0009683581581599847,0.0
2009,0.0007533949045947054,0.039069813003887226,-0.04391154638237919,-0.037774037473670204,-0.11641302691164492,0.021708016655266567,-0.04743010699746171,0.11839935799440679,0.6678591334371865,0.046859965584581637,0.05963366447403485,0.021049935851629103,0.0042712784789799675,0.0
2010,0.030500255279241682,0.01736170067802988,0.08064226341226868,-0.12879241142609738,-0.1020424339760855,0.060053814250010266,0.7191437283566516,0.17267028224797792,-0.062195178402712166,-0.07710541826833758,-0.1503208456693434,0.1063215651534071,0.0015668503328707126,0.0
2011,0.028754470969314574,-0.04672520307666408,-0.015398371992707695,0.028006711510550675,0.0642322120877942,-0.05004572464115284,0.059363345241491755,0.035013221742345675,0.015541274349668292,0.06986583974933841,0.024172370624393473,0.5114942211704553,0.0006717210877054604,0.0
2012,0.2246062985483223,-0.35966094338242116,0.14403755473970561,0.29157943705386224,0.30658736012104465,-0.3546012588831197,0.18092394500257136,-0.2043552982939239,0.17920776080436365,-0.03625427263961293,-0.12441477227181125,0.0001932684265254147,0.08043404810074531,0.0
2013,-0.6425559618500049,0.01511135120567429,-0.2151099103824759,0.05775435268522516,0.09083803786647213,0.009415445368629573,-0.0079564421496523,-0.011190745309536532,0.10054228370880497,0.0664509684628315,-0.07380847763161973,-0.009188701162946844,0.0989004469894348,0.0
2014,0.017209748639583407,0.14093045939728432,-0.07127490263218376,-0.14253189328357624,-0.030968690251459964,0.10894540431072156,-0.1354406026635356,-0.08188593805493903,0.06715594313886841,0.05828502606042424,0.5992370659336979,0.039773604627185544,-0.003439673837964317,0.0
2015,0.6746496067872884,0.10589556244066936,-0.2890585730252243,0.07496516839240175,0.12685717096360397,0.09738747537288066,0.03391035544659143,-0.01569637718388166,0.14694747978953812,0.04297485549494949,-0.0741815146447882,0.05600597354227973,0.14694409522243146,0.0
2016,0.05989828827822216,-0.05936073485760091,-0.044986053284054105,0.03312002916518813,0.03546912182328418,0.6934867339254256,0.05467010226073187,-0.03306279877692789,0.03250045256475246,-0.03560608563174314,0.08121592784036766,-0.0671816385484351,0.006101326611280969,0.0
2017,-0.01296837924878099,0.13374907803591846,-0.12587662887020962,0.758801810762389,-0.03708688283125176,0.033004987749157076,-0.1262300411820507,0.039233280522026855,-0.05205340072204071,0.010583993232728642,-0.14218654929885755,0.04746979652392133,0.0013422771253823271,0.0
2018,-0.03827637467706472,-0.06388489965239076,0.17484759162992777,0.00848835357087272,-0.21962647968212395,-0.043499726363699726,-0.08448480910795741,0.12881624718009266,0.06304826948281686,0.6245668160395076,0.06975658924524519,0.13616112076550083,0.001809512806912058,0.0
2019,0.02155235049644676,0.01908572483133454,0.7600955738596248,-0.10432761886395257,0.037161750872879665,-0.05997803938295006,0.07580053952252826,0.015166648797547803,-0.04319735467898257,0.14375927467991684,-0.07719489149779306,-0.021615503438915253,0.0012161459881405046,0.0
2020,-0.013666937900258743,-0.03210769231595329,0.02652618300027065,-0.03901505476512271,0.7255018308820542,0.03483012272073095,-0.10690030614235234,0.03978738618037393,-0.15436382600566062,-0.18593645348764798,-0.024109464083726554,0.11289250303425893,0.0021501076593035268,0.0
2021,0.07694906586265755,0.7825692142017996,0.02940289449353158,0.1481682406266269,-0.02001540616978018,-0.07765377091885746,0.029796335642638477,-0.0933668774667679,0.06452171076378299,-0.062137523756713546,0.13673783426901506,-0.08141510023932116,0.008415571578084235,0.0
