CountryId,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
1,-7.9061691529213185,-0.5205132505161417,0.4052798891226741,0.9782122365291293,2.844395413760801,-2.710978597401554,0.8625655179114463,-1.4244409329165801,-7.041728981968169,3.1130023002211353,-2.0145785668621934,-3.163781209429113,2.0330214008097673,-4.386624708422012
2,1.9506915618475003,3.576159199426083,3.4327704847814235,-3.0904168685054176,-4.764245480896515,-1.4079065634906065,-6.945491391602886,-2.999605251693237,-0.8338361394914341,4.8622678191757105,3.5717087121024034,1.4265522654251404,-2.9877939252612267,1.5737914002300757
3,4.4186536109399155,-5.954629095782605,0.6087002428666646,0.31895245369676817,2.238854897223229,1.9085767406916874,-5.048637693593934,4.393304255261556,-4.922736617122296,-10.898424802377972,-0.897682668736547,0.019099444036067705,-1.1661025208517932,1.6871173014114387
4,1.7253050068414983,1.58958501275928,5.5352667074698685,-5.105135748497795,7.947649881576376,3.6527427220192696,-0.8417115869092673,-1.4247549958334553,-2.668508402577404,3.9007646580683697,2.9026769676812934,4.239985472370221,-1.0879299391472796,1.5996341109884895
5,3.4690076351722263,4.423927192220709,-2.051750974543168,1.2188839893414174,2.006998277268748,-0.8000571150384352,-0.6511398476358589,-0.027302359315853002,5.839615802384393,7.0257552320929015,-0.29733402793484837,7.923834331053952,4.734189302721696,3.1967832720136924
6,-2.565185234402774,5.76075845594908,0.4113919042255327,5.321356204175019,-5.367790267419859,4.439055367367515,-0.3160393149222083,-1.9465278353922713,0.6882180789003702,4.150524369564321,-0.5060164143771626,-1.466581563269913,3.3966060212551694,-5.32688147196563
7,-3.13592072036577,-5.688143973692953,1.132740294079163,-0.3813951916854693,0.6065593178906212,-0.6592069245662363,-10.26310267027682,-0.8798810402072247,7.006749179119774,4.165333819943124,-2.3734477317723583,-3.496968226310734,0.9026352804468657,0.8144666396446494
8,-3.1467203592742194,6.966747066793455,-1.5371439677892416,-5.418682263284451,-4.3445051112706565,-0.6294433429548176,1.2562221253992174,-0.006862351752790398,-5.25957970336236,0.6312423198516123,-1.4913717522809302,5.582658257418902,-1.1035235837005324,0.612755231905884
9,-3.067569645569324,-8.838288670373592,-0.48700147382732123,-4.585759001125498,-2.1471006896798093,2.103851072454715,3.168638645979949,-5.118952348474668,-5.718928693840535,1.5987673747661222,0.059612996404070154,-4.429710674390458,2.4628325784736624,-2.890515160715914
10,-5.380904509636571,1.9371207210472048,2.496100011542535,1.7340839819105065,-4.965334837505398,1.7602208238053318,-2.2514200296939686,-1.6537561536939762,0.6391613802723314,-3.301317740980353,0.408262436985942,1.067766109969374,4.046141787101607,1.2393278304937154
11,-0.8949821927209716,-1.8976600843052773,1.7605682931641768,3.542685215308064,5.731167985449891,-1.8453850933379237,0.45642243902189933,0.31369862264923587,3.8016708785429163,-6.878762361856921,4.300955262525342,8.39362364304069,-2.916813611732962,-2.2610630954649844
12,2.314970535879331,0.35684451367803494,-2.2426223736615416,9.28682037458274,-6.3690906776185185,-1.2846575526094839,-2.776877404771262,-7.963026530260152,1.0343303994597408,-5.060250725580062,5.17775461006408,-2.1626340291520636,-4.080930895549742,-3.856098747943444
13,-5.055931474739839,2.203329689133836,0.9804888533335296,-2.5586101713540317,1.1376066726567018,-4.672664300841372,3.8714404629613295,-1.4425588653873556,3.4913703363820203,-2.9724666048621247,2.495147916209999,1.1645956866472718,7.43797999196499,-1.0033901794124054
14,4.222745119578165,5.010151971397613,-6.461663199033452,1.331830250936663,4.376717499441338,-4.549964734764503,1.0898661146698012,1.3518356916128336,1.092025075099481,-1.1155875592309579,-1.346785763193464,-7.370217059314134,3.009970937846315,7.873797446487804
15,-2.858634512295693,-2.723592463027974,2.356071837485071,1.3184947672185985,6.640043450864243,2.0523437102907662,6.80826807266032,0.9754321373587401,1.4070269088401863,-5.810567601876285,-2.4695871484398677,0.22744751608259056,4.886525964503675,-1.4293574074263928
16,2.531961120269419,-3.865385290078106,-4.518285679660117,-0.9799184593546826,-6.172754028254838,5.529239338203023,3.4334147507933928,4.109634145934377,-1.4011113025751738,3.7508032250159538,-3.339268200749366,3.103275472020886,1.0950247055020994,-10.64067068269339
17,0.47063254842826646,-5.254421734057766,-3.274410984088437,3.0338013624968028,-1.832893064023023,-6.698397205731569,-6.612816183703298,3.6024978465709614,-3.8564269017101296,3.389056061380222,4.014339654325065,3.3651946447114525,1.7482646186861637,-0.4040340989106041
18,1.2592615625148371,0.5431425768680521,-5.95875652297865,-4.163963449087967,-1.6975459704478013,1.786838455893358,1.9044991254792973,0.506648083036162,-0.3359967061809015,-7.278321728135158,2.470431961028482,-0.06007978321686309,3.3315234959403472,-0.8373290237048461
19,-6.718286799794804,1.2707348660383884,0.2519373850930519,2.234569602532837,5.933912322057469,1.9414146316019434,-4.152090786818615,1.6885070677960887,-4.310797497369899,7.785868922167328,1.4031362872481596,-3.5476122743604535,-0.7735245003815461,4.184921847793796
20,2.441007687884074,2.856397135163943,-5.178227401899615,-8.214060997175508,0.06770838249241005,2.984027884408411,-4.438739935131012,-0.909642241453322,1.515137246243711,-3.477612419014156,-0.4911622199872059,0.929180491910701,-1.9184227165968595,1.5487801679612951
21,-3.340084335068314,3.905685309851766,-5.355666671967974,-0.06706752891389758,-2.702365800564568,1.6887192709737966,0.4265280844048147,-1.00515953278281,-5.218915146283413,-1.1407136968920655,-3.5177018641892173,3.39303716034577,-0.7196903102752573,6.902387816727497
22,3.3560481583668795,4.377156285847265,10.291355882716262,3.0308531727720287,-1.8556302773307056,3.436077292920908,-4.564078290641409,2.4775173883248836,-2.94395163229332,-1.351873873275563,-0.9990017397979609,-6.673632216155938,2.5474272418209365,-1.1680307787372133
23,-1.8522467821592425,-1.7501147071812633,5.189440177320983,0.5718516145416511,-4.9328890707971755,-3.3561383797519935,3.4662809249207482,2.4333248114774477,-5.024339633619315,-0.533477960018806,-1.8281201064489618,-2.3365623515669003,2.3759073617513957,3.5849935542996465
24,-3.7364077169999375,1.6796172561519263,4.538921810398451,5.060662036744217,4.482978951282155,7.1056108672379485,4.71162518705847,-5.432430623975443,5.558827351350638,0.11811059682113392,-4.585100769864067,-0.9655765498328336,-0.8360675723545872,-1.1427901679218937
25,2.2046535554148203,0.6043188402750591,4.147008974042931,-1.4682375029639085,0.7575103443223489,-4.176546721600209,-1.0086908034393722,-2.935720882821554,2.969460250513582,-1.596579783615817,-3.958894135972554,1.7553872801943469,1.1378008961415784,-2.0390781150718573
26,-2.3215731804398314,-2.056699844543039,-2.396810746177429,0.6940485844545697,-5.374917802457285,-6.396397730591557,4.752945814328527,-4.864647903818674,1.6094924969609525,-3.9067690311512497,-4.104486094548925,-4.286335204633787,-0.17047623257537695,7.738249082261031
27,-3.9348792666705767,-2.713867962431635,3.866087788222689,-4.74503864223918,1.8651465719610538,0.6861864892352479,-1.8256482276992412,-5.5781449666151115,7.621077347674143,-1.4727422953294693,1.3460608903743276,3.109014583253177,1.2333171645414864,-2.9420709417861395
28,-2.02225973098474,3.14916532896134,-2.6573067159720054,-1.1480833323211093,0.9373583762076336,0.23949230923179454,-0.0794037871624764,6.535490076100418,-1.7871336525066523,0.744649486830713,7.772364008653169,-0.7949266282779547,9.998971060063308,-2.890670530802569
29,2.080736153493827,1.7811385365915515,-0.2750580215283845,8.61897483967587,2.0131709617058102,1.3901390606306867,3.839084389346726,4.5456999889719105,-3.5085976264127323,-0.2741505759806026,-1.130542766764658,2.2924901637390116,-1.7558759882895867,1.802889575208099
30,0.9978805158393751,0.41097469911611145,-2.407618413417473,-2.6077922299511407,-1.5282733579031076,6.643807962708701,5.740492239137384,-1.3820035816392195,5.379340355464291,1.7506658082018294,8.195627507333402,-0.6104298375564087,-4.007770735232482,4.788251434169777
31,2.3825142496121305,-1.227795244169783,-6.345017721503161,2.8964705053757136,4.063786678813518,-2.783461826674122,7.676488922090817,-1.9112116490902953,-1.4256692555616812,6.092381472903645,-2.3867238852812958,0.03633597223021111,-1.1237041659354803,-0.1147173639729516
32,6.9516879508734055,-1.2825475792867296,5.107812391616417,-5.950944968125544,-1.4075740309274742,0.7465008590592183,4.139200181789734,-0.002999477125210242,-2.7985303883557,-0.22272505599466738,0.8810944143707651,-2.86017504542385,-2.2511040238345936,1.15360508330596
33,7.652612812873499,-1.4135125133245037,-1.8509006362896716,0.5285717313302144,-0.2301399303664494,-2.9016713828421272,-0.3472766662607394,-0.520179092855475,5.212724552969015,2.705579482670581,-7.38387385938155,1.7683260451245801,4.933594810739834,-6.348430603969395
34,-3.0771511763411334,-3.7651551200329076,2.2658594680355018,0.22877765477601436,-3.3565896369413504,6.012390021451997,-1.8437233149136023,1.8144014629079628,-1.8671137755450609,-2.589154069450115,-9.375393866587173,3.9194818792981208,-4.434931934108067,3.352784005096307
35,0.7930980857445528,-6.146869719904411,-0.2213158253971838,4.488380939264095,5.736021424797417,-4.337239999697384,-2.5138417345013604,-7.756735033718765,-3.5103294815720774,2.8823569381216023,2.2689654232808376,3.393229697757873,-1.7211747261484978,5.175555433018039
36,3.983792782293664,-4.272983150542029,-5.542852262453298,0.6771245497226611,1.9779123226154403,4.029472156270897,-1.1155352360695405,0.7148032294047356,4.36568328111307,1.6588734494794273,-3.4381017726635466,-8.475142029650145,-4.909948416529493,-0.6022909512050912
37,2.6383188363104875,7.403734053917702,1.750648085524055,-1.4621050741080241,5.669054041662405,0.2637127138580635,-2.015122320376072,6.942334991144749,0.020351581436974266,-0.14651898261226476,-1.5700790266347806,-5.633716731831247,-4.9493805164606295,-4.539578055410752
38,-2.2804953777974064,6.064684142951773,-5.077720365217079,2.5248668112468975,1.2600323302556213,1.1828779299972272,-1.3353441137156543,1.855045567267689,3.988289234867397,-4.984417379430731,3.054450042314231,-1.8460297774595968,-1.1484589210396754,0.400037797510174
39,2.6351225591433383,1.149646943440905,0.41942916485205034,-3.3727411312026483,5.530993036336859,5.838521068169229,0.33487455246631864,-8.093604238905467,-7.316254329399794,-2.060170434189202,4.252120238391858,-1.4648791086524802,-0.03453023069643104,-1.6268270863283936
40,6.036729913988522,-5.055939553801061,0.7152844766114791,2.5229407876717267,-1.565749959090383,4.85752562393422,3.972269521259913,4.876164374519389,-1.0566064703197484,3.414385602894164,0.810038672760498,4.953624988940563,3.4941930080756816,4.291172486203828
41,3.192913694712815,3.318309413890876,0.3048354595871158,5.311997333310657,-1.8140525999682093,0.4247847113411542,-0.2032155843382073,-2.704361879356788,-0.46114754122894747,2.844644093020576,-1.3754150882999139,1.982006968569837,-6.2560492276021815,-1.7852259998733073
42,-2.038360784764058,-1.0000385103032214,-6.620806809053971,1.1651510775608025,4.315046437273035,-2.33235690393977,-6.879912835683317,0.15552384723405596,-3.50748459724399,-3.3715715789540077,-3.0692594594382223,0.10013406281227177,2.336264389653486,-6.216424283634103
43,-2.035212280962833,5.402913658167852,4.154823032511024,-2.8582629569787863,-0.4566132202539287,-7.63518424031726,3.097244090896888,1.661455618704072,-0.1403923569560892,-0.07520084772254505,-7.588898070132096,4.104885432810631,-4.47986092870469,-0.764670581116572
44,-8.660098497122277,-0.841114689767055,-1.0536400534503614,-0.03264886151324934,-2.394787427117726,-2.011493616158503,3.377567218789929,5.499794353366878,3.2454669608971205,1.295320392439037,4.264090015658187,-4.497351076050895,-9.771011704588933,-3.013372433975522
45,5.398917681648568,-1.9883800506275418,6.049323401268046,-2.3759928494467224,-0.15296963728262222,-8.706503504466003,4.75369982483273,0.5680227441877513,1.3417256684911365,2.0992769828909568,4.271999379144854,-6.732384781753761,0.6701718725860667,-1.982536950979072
46,1.6958705360527562,-1.507167547986832,5.3853036966236365,4.132140400780819,-1.7409757684026337,-3.3017562620175704,-0.5041468515217159,6.6100503467718505,1.1151184155671168,-3.8612554514940842,3.420534731407394,3.5650660705369215,-2.112917077077932,1.220994253368179
47,-3.0501056272351965,-4.801412723534644,-0.5293192301666018,-0.409248575334556,-2.69366976939301,0.43326586824723046,1.8623561967781066,4.141050938484479,1.6578862507400591,2.537975740341652,7.308824023940857,2.9657605109871135,-3.875998031307401,-1.0686033767716097
48,-0.28889662037207237,-1.8050797751555878,1.9757472189921204,0.24830003732610123,-4.776915057949548,4.699503002578251,-3.3004394409728826,2.1512228407532388,5.212157376626372,1.3944355560771922,-0.9284062164370753,-3.108829740416417,7.640729837661673,7.835847467302027
49,-2.218236822729742,-2.8471909181697956,-2.2856831105942916,-9.076382026497479,1.4604306599215684,-2.2494392836635124,-2.16507453476497,4.423033710316399,3.2369755710681565,1.2555963525243912,-3.7206369666971284,0.6490704338010279,-4.188773434239921,1.0905344347362027
50,4.781178925644771,3.4762613029566474,-1.2036177708160292,-2.9483146856155127,-4.955682763974095,-2.3900466721260845,-1.002473815858072,-6.36198437107216,-2.133765147488132,-0.7870054974385233,1.5376740312678405,0.5524913136172466,-0.6703278580646486,-2.3873948739215347
